Sample	ref_miRNA	iso_3p	iso_5p	iso_add3p	iso_snv_seed	iso_snv_central_offset	iso_snv_central	iso_snv_central_supp
SC_350	7272.266550522648	141.47035751998794	62.619451095966106	116.23910763657165	5.187268885367142	5.7328125	6.486286919831223	5.261706221937139
SC_346	1478.325077399381	75.0710130877363	50.87033523086654	50.395907473309606	2.77997799779978	2.6809815950920246	3.685800604229607	2.6960408684546615
SC_345	7594.633663366337	143.69072591774773	87.01648351648352	111.49820595622533	6.586089494163424	6.75531914893617	6.323903818953324	6.095369349503859
SC_344	14779.045528455285	204.50749953706563	110.66364716364717	166.79370826293345	8.06840579710145	8.900339750849378	10.171327721965788	8.081034482758621
SC_343	10056.39672801636	127.59329400807202	65.4062583578497	132.69071363812978	6.820636451301832	6.573502722323049	7.67598017124831	6.595123900879297
SC_340	14082.849293563579	158.2942357665958	79.91028141543606	189.90180527230154	8.667820818004762	8.149122807017545	9.141775836972343	9.736013164080864
SC_337	12685.49822064057	146.9155468808648	80.69406554472985	122.74560216508796	7.0740051198510585	7.143386897404203	7.577379045177827	7.542368350708367
SC_334	12024.955145118733	232.6088128220888	88.25418387307107	190.34117923973167	6.531168407310705	7.29278951201748	8.66220880069025	6.911499540018399
SC_331	12045.95952023988	189.25985384659646	73.55405405405405	173.29093131637254	9.017305315203956	7.1424501424501425	8.07012775210655	6.98803497468937
SC_330	11977.036935704515	226.2996030880621	80.52916288909036	155.238740863004	6.410345347609712	7.967496542185339	8.61718904001577	6.939055358049772
SC_325	12094.66075949367	223.04483066993274	75.99508241508059	178.46724868271517	7.5369032258064514	7.444032158317873	9.087048832271762	7.560303752233472
SC_321	12908.241610738254	209.34500858474368	82.25277086631984	221.0485716153494	6.9070369092790616	8.162074554294975	8.688817598533456	7.099695005718643
SC_319	15933.62840466926	209.6375843745512	111.63939838591342	189.05712305712305	8.761872797449236	8.34154535274356	8.27827380952381	7.4149960947669875
SC_318	21887.45975232198	203.42665016945506	91.26414108425865	238.13130447206743	11.438803141077715	9.710758377425044	10.473342605470561	9.138636363636364
SC_315	15207.125177809388	194.85204805600227	87.80438715513343	261.1049734125743	9.757568359375	8.934231378763867	9.134664401019542	7.531631312183218
SC_314	10102.779548472776	199.4590522791656	70.13620562519752	139.0914662349676	8.070202079196356	7.964076246334311	7.540695377321217	6.469914040114613
SC_313	19227.583975346686	189.78881278538813	90.95700174317257	196.81467522052927	9.570932000868998	9.391824526420738	9.508603091280257	8.67733268197362
SC_312	16641.775204359674	245.0054023582468	83.23153692614771	202.4172836509285	8.37102357013351	8.94054441260745	10.169443843323956	8.328710374639769
SC_309	21450.451612903227	247.15430302310386	133.07405758385278	181.41629464285714	10.471759712699967	9.943977591036415	11.295292439372325	11.146631169363097
SC_307	24205.75125208681	203.65381640787675	120.77984316003486	204.2352801707105	11.624782608695652	10.487018800358102	13.650025342118601	9.996547259387139
SC_303	15513.638691322902	210.46193354847506	89.66738941890719	193.50804700472602	9.995663893120826	12.252847380410023	8.605997931747673	7.393688007213706
SC_301	32264.586330935253	226.12871976700012	124.8486934751995	209.085628442664	13.177940686437854	10.927589367552704	12.244401168451802	16.30250850340136
SC_298	19635.335724533717	201.7084023668639	81.42480854026456	192.94403505277833	10.687117331000875	10.035369774919614	10.36445467866862	8.337818181818182
SC_296	19247.227941176472	181.3001829144367	101.77581120943952	180.01705661725308	9.993716931216932	8.846496106785317	9.022344658708295	8.005140066820868
SC_294	10393.853835021708	226.55284160673565	111.0875746960643	165.11294709642323	8.343998210090614	13.680027643400138	8.849288735101885	6.649788285109386
SC_293	19907.47626841244	207.40012271991966	77.21821550741163	193.15585839598998	10.796286256438059	8.908490566037736	10.470215759849907	8.516327396098388
SC_292	23931.966981132075	226.9136625720732	92.19379562043795	224.25883171070933	11.91695835847918	10.1198738170347	10.738981600342319	9.448328267477203
SC_290	10689.035064935066	213.85550384739437	78.01724516695958	152.35920500820518	6.0321291826202765	7.194485842026825	8.067136253576932	6.407845244492209
SC_288	25605.53481012658	184.23336563307492	90.69187711533455	243.4508387873317	12.422751109318273	11.783246977547496	10.872764786795049	9.999792315680166
SC_287	15527.760305343512	192.00610641173233	72.24501871754619	181.1270853778214	9.253429218271407	8.64864864864865	9.057110352673492	7.376135914658238
SC_286	19885.82218844985	202.12228098183996	107.21068179132695	273.6845541193367	10.815054582381315	9.902459711620017	10.488408381631743	8.461085801063023
SC_284	11192.071553228621	141.40305192833281	67.20306793279767	161.29691647947723	7.494865525672371	7.163013698630137	7.571280276816609	7.998113800691606
