Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SC_321.raw - illumina_universal_adapter	0.0036286630266327146	0.003637024001348458	0.0036453849760642015	0.003657926438137817	0.0037039117990744067	0.003741536185295253	0.003892033730178637	0.004560911707438124	0.005664560369916276	0.010221291589996528	0.01563920320579837	0.027549411688375103	0.045910112164148004	0.07865586963835774	0.14767153542946315	0.24461703725850997	0.4485955569111483	0.7434871351354244	1.308969118572668	2.3005221930368465	6.374407123282906	24.27398312153312	65.26856119664946	74.77878951145821	78.073548651843	78.899023505041	79.61389938469915	80.56562495610488	82.05696365517736	83.50977498275967	86.45773343339748	94.2371020259645	96.79979512267556	98.40566245340429	98.75564867451796	98.93940199633322	98.994734927002	99.02063304618402	99.03191200107555
SC_325.raw - illumina_universal_adapter	0.0013615036497204847	0.0013742279828954423	0.0013742279828954423	0.0013827108716787475	0.0014124009824203157	0.0014675397595117995	0.0017008192010526926	0.0022861385271007516	0.003906370284712045	0.010450918981032006	0.017457785116042103	0.03544150933664913	0.06756620915902592	0.1263568698717226	0.28662408765470776	0.4356854093549467	0.7094494376141638	1.1490030442542976	1.8487650228779269	3.0205997622924907	8.368645478616036	28.619468382449682	69.6613766523925	81.81513376200763	85.17272476410571	85.844607728743	86.42679686883002	87.30977652083988	88.48842726139182	89.63651415365752	91.65021622459365	95.85539202525322	97.67379254773131	98.6942925512517	98.93233513484442	99.0497171083834	99.09816712766926	99.12028201872734	99.12945626294648
SC_330.raw - illumina_universal_adapter	0.0035478762364004554	0.0035789590069321238	0.003601160985883316	0.003614482173254031	0.0036366841522052227	0.00369884969326856	0.00391642908699024	0.004711259933442908	0.006620630123245405	0.023125581275561417	0.03586951719354553	0.07471409956655077	0.13828724609539347	0.2585642468655801	0.7056366162141496	0.9821667044470341	1.4942464681646934	2.19722328730049	3.2800804066869698	4.884906051215969	10.284858050537476	28.821991859422397	66.97222954270806	79.04953772149527	82.62230237630001	83.52846282600554	84.32639750911558	85.34837680221789	86.48956296070494	87.56203843473384	89.72599871716966	95.5813221855717	97.41768782818687	98.59219915707966	98.79330024202378	98.94589444335531	99.0225445554864	99.06998574410932	99.07887985687717
SC_331.raw - illumina_universal_adapter	0.003480506090191144	0.003496380690374456	0.003500349340420284	0.003500349340420284	0.003512255290557768	0.0035559104410618756	0.003722593742986651	0.0042662987992650855	0.005238618060492942	0.008802465801646474	0.01498165392300065	0.03187222851804456	0.06670903862032262	0.13055271190755743	0.28304015261840615	0.4589902524001899	0.9043839097433732	1.313500137017643	1.9505478423739513	3.2461374617347722	7.128147908412288	20.89162073119599	51.23897881078211	58.69069075743075	60.98214563874133	61.677183258567275	62.55363977793816	63.698591347509485	65.8242558731556	68.36326323837478	74.37216055491253	90.7755357330305	95.36371983156255	98.19589534431711	98.55483196041192	98.85418326471869	99.00043992485757	99.0613467971109	99.07777700830063
SC_334.raw - illumina_universal_adapter	0.0018508263833023	0.001857944946315001	0.0018650635093277023	0.0018686227908340529	0.0018721820723404034	0.0018864191983658056	0.00197540123602457	0.002178280281886553	0.002608953344154973	0.004207070740506382	0.006125523472429343	0.010478524754696098	0.0181986063419705	0.031019138327845277	0.058877634678051245	0.09481925932917937	0.16635013976230692	0.3019053759316686	0.5618112300884005	1.127238690187253	3.767755742740543	15.832032949834987	49.34477542677743	60.7680046788891	64.59883088992217	65.39824907553002	66.0896323895756	67.22952432551793	69.03189465039277	70.84181777062409	75.50771549011414	90.13345098894281	94.17596546756609	97.18385732007886	98.02557756638967	98.60910753222983	98.89382513776732	99.04540425927829	99.10354868196602
SC_337.raw - illumina_universal_adapter	0.013459260504692223	0.013551237227958913	0.013569632572612251	0.013630950388123377	0.013821035616207868	0.013827167397758982	0.01391914412102567	0.014041779752047923	0.01429318279564354	0.015623779392234981	0.017126065872257575	0.020664103827249564	0.027593016980006834	0.04325971884309961	0.07231823161382236	0.1302513037087345	0.25466515138080975	0.49741011942625657	0.9879587752968181	1.957454756343236	4.787756352924252	16.507424299784272	59.28467617509768	66.99474763855895	69.82855048240565	70.66544668740926	71.38509709737404	72.52063559104303	75.05702863431613	77.30858816097692	82.24178424051202	93.89720338027948	97.11034888978577	98.51287128397176	98.78978253882	98.91434354924931	98.95716791160227	98.97006917998581	98.97596182205643
SC_340.raw - illumina_universal_adapter	0.22453059600693837	0.22503711899474152	0.22509043720398397	0.22510947942157056	0.22513233008267444	0.2251437554132264	0.22521611584005544	0.22549413221681958	0.2260425480833132	0.22762686058651707	0.2304184496847104	0.23633677091062094	0.24623110716861038	0.2602690299734407	0.2831806261736195	0.32079662279415905	0.3908986426174122	0.5116491527774636	0.7470909394615151	1.2524637773224403	3.4821284598662032	15.90098290595361	50.50563562046362	56.62277283175218	58.61480206414592	59.098146864702684	59.521801930012536	60.34086483506431	63.18408881046542	65.69947815945237	73.51226010328651	95.32261058444146	97.70519189109253	98.90027765838308	99.08165097245178	99.17897955498033	99.20496075665547	99.21456945964965	99.21913578342692
SC_343.raw - illumina_universal_adapter	0.006458964334427903	0.006666203831789227	0.00671061229550951	0.006755020759229793	0.007835626709756693	0.007899772268463768	0.008013260564637827	0.008250105704479338	0.008931035481523686	0.01021394665566521	0.011842256992075606	0.015098877664896397	0.020556184428744573	0.030000384379924867	0.041808101455773586	0.06056327596697333	0.13267768677496708	0.1964531749510409	0.3254893677009447	0.6606351091241778	2.255653900565601	8.639646879686172	32.63948562762013	36.419020895021006	37.61092432417843	37.8895973025707	38.17310093496099	38.68957630230164	41.341472121822086	43.331849597217705	51.768327755383574	86.33100578706429	92.3552211302181	96.87039740196671	97.56076151041475	98.0300701550107	98.51898266920229	98.66089238215733	98.71702961457352
SC_344.raw - illumina_universal_adapter	0.23682690413760676	0.2374547286571165	0.2375519972446462	0.23757410374181204	0.23762273803557687	0.23765368713160903	0.2376757936287749	0.23794549289419809	0.23845394232901232	0.24053195306260094	0.2427735518752168	0.24792436571485668	0.2581287248066068	0.2732805179640712	0.3094113769319144	0.3592217363459773	0.46953757850293476	0.6718208701692053	1.0566905645269862	1.795458750713211	4.417890611304334	16.574806065226987	56.889054343738785	65.96863043839174	68.82388792713346	69.4536180266989	70.0113030520009	70.90023183083578	72.97069098499256	74.94385502382306	79.8996365028671	92.63635232185645	95.87493205015434	97.41281473849008	97.92374452228633	98.55260362586345	98.80270769219887	98.91225422825444	98.95640974569349
SC_345.raw - illumina_universal_adapter	0.07763165092391626	0.07892492921485948	0.07927446388808738	0.07941427775737854	0.07976381243060644	0.08004344016918877	0.0806201723800148	0.08516412313197748	0.09031975956208899	0.11756598734020367	0.1602441709413301	0.27922577370810675	0.4525250646944988	0.697566347360917	1.0759551078637786	1.511195682967158	3.577819438427108	4.371997169468216	5.225700655360035	6.766659215752549	11.746427275029435	30.38193828510949	79.29428250405941	89.97326584051817	92.97683476429916	93.50585549222959	93.922151288044	94.45707915195199	95.0851580062752	95.46178161667825	95.93706138859989	97.50538851390615	97.83994562638624	98.16850821922046	98.22305310497767	98.271708331491	98.28853842600692	98.29900698947009	98.30376066102599
SC_346.raw - illumina_universal_adapter	0.4221468009157248	0.4257248674976889	0.4261152020339032	0.42663564808218885	0.4268958711063317	0.4272211498865102	0.4276765401787602	0.42878248803136726	0.4301486589081172	0.4340520042702598	0.4384107399246524	0.4516170583999016	0.47432151725636457	0.5196653792132547	0.624730425210927	0.7744887756051324	1.3474348190116339	1.8873325383519945	2.5657339622923825	3.7090888746199933	7.756337569113609	22.754746955878534	54.188452212969125	66.75624844272784	70.98025362637048	71.90267919120082	72.73760476416312	73.87100614581728	75.24400787695095	76.4907363856193	77.89502993540614	83.83110745064057	88.0230401465576	93.79960094799247	94.98348559633034	96.35570665839157	96.89475865290348	97.14886643597896	97.2305764655598
SC_350.raw - illumina_universal_adapter	0.22574731579336127	0.2261875972981142	0.22624848729345234	0.22631874498038101	0.22634216420935724	0.2264030542046954	0.2264358411252621	0.226702820335591	0.22736324259272037	0.22976137163988514	0.23166301303275408	0.23546161197269674	0.241232109992437	0.25041244775111465	0.2672368218476301	0.2851384804770516	0.31912446556734	0.38698870729462614	0.5437242391408665	0.8913780094470359	2.4974125264865625	10.078245049163284	29.527741411618383	34.96420160077924	36.90383835073921	37.48188581186762	38.025825507915066	39.10767679047149	41.90567980471361	45.72771670901566	56.10172320091961	88.81593174550024	94.14930517255358	97.59882645306831	98.32681318579407	98.71838737812223	98.8855444668629	98.97910428662288	99.00382094088438
SC_359.raw - illumina_universal_adapter	0.2297402512367488	0.23029050288080027	0.23036619887416185	0.2304069582552027	0.2304360720988033	0.2304739200954841	0.23061075516040694	0.23104746281441604	0.23180151136367178	0.23491378124457662	0.2404861709097328	0.25324676855987877	0.2781594845289181	0.3212625299796165	0.40016686890598124	0.5238279195995589	0.7177232065952405	0.9714416194214491	1.4561288876843521	2.2740706781059616	6.414070883649697	29.93473753476957	80.65643914809283	90.44794588877737	93.66043726489298	93.96815312344523	94.15963196142206	94.57464689056435	95.47246251090422	95.91138863979569	96.67673336036844	98.37849283512676	98.78170792345773	98.97117208345739	99.02097131293623	99.07171383094773	99.08142620917289	99.08769733108447	99.09096681572082
SC_360.raw - illumina_universal_adapter	0.23935987005451806	0.23992944187299287	0.24000825055227867	0.24004407267922678	0.24006556595539566	0.24006914816809047	0.24010855250773336	0.2402267655266621	0.2404309516502663	0.2412154562304297	0.2422757911880935	0.24457915395085641	0.24803240698865336	0.25499264625466944	0.26576794204065834	0.2830413716550328	0.3266225713000928	0.40114334199022794	0.5780258404345625	0.932972967512519	2.4802380967818585	11.710819288940094	42.91647709298568	48.60268808524176	50.748068103738156	51.13338881225541	51.445471182227266	52.072293923990536	53.73999662627208	55.33953340318409	61.07085161769322	85.19058105889992	90.96688828264317	96.66788664890343	97.94313287497967	98.57542207331521	98.77420622017561	98.81991883637409	98.83468471710209
SC_363.raw - illumina_universal_adapter	0.3133327135925199	0.3144033219077206	0.31454068297457655	0.31456492316284523	0.3146053234766264	0.3146578438845419	0.3147103642924574	0.3150093266144379	0.3152880887795279	0.3165445385381219	0.3179868297401092	0.32123501496811424	0.3267658179247547	0.33920507453797294	0.3638129056620757	0.41084291093472064	0.7202850743101151	1.0042346396895996	1.4960438194731371	2.3750536465666623	5.236737152690117	18.282115633535703	64.7932313960696	75.9675622648626	79.4206134440205	80.00913693496474	80.49883317833753	81.21889605092184	82.50861142788324	83.41797805075193	85.0911651260613	92.13322666034483	94.65909871828792	97.2219895837487	97.7836064657147	98.52255244496033	98.80364974818687	98.8951887791522	98.9155343771724
SC_366.raw - illumina_universal_adapter	0.1498286845114927	0.1502758359637606	0.15030407710811436	0.1503417319672527	0.15035114568203728	0.15036055939682189	0.15036997311160646	0.1504217485429217	0.15060060912382886	0.15135370630659584	0.1520409074858707	0.15407897673673387	0.1569077980295024	0.16193472172447204	0.17260046057540956	0.18794481567428697	0.2291674727159951	0.31697860422662616	0.520291309286752	1.0189122471393839	3.089148161421486	14.591992185863631	51.898863943486084	61.64326370102644	65.49975670254139	66.17730411730467	66.73923699394105	67.73483146955901	69.59755616198706	71.03856525949517	73.24862778633013	82.00542531210465	88.38722261430344	95.03629881352363	96.50403815416257	97.83310876916714	98.34935688795392	98.50604346368598	98.55503714228237
SC_371.raw - illumina_universal_adapter	0.2659382361170034	0.2664620429277901	0.26652277415222914	0.2665873010781956	0.2666442366011072	0.2666556237056895	0.2667049678255462	0.26684161308053406	0.26706935517218044	0.2710700245821018	0.2722618748617178	0.2752149306500659	0.28001649308227705	0.28894018737328764	0.310545320467474	0.346452656917053	0.4250844097594926	0.6301320019733093	1.0961037085863816	1.9708990396153951	4.48895604581427	17.470547538675447	42.94652945914176	54.85138291260955	59.98034358007	61.95453728861121	63.779354959241566	66.242226260933	69.11087323871384	71.44792083047217	74.07994757073394	80.3063442380169	87.41501376833793	93.43775966156917	95.7622852339885	97.77953358495544	98.34427703671555	98.58329995330148	98.6414690792095
SC_371.raw - polya	0.000914764068112953	0.0010552050246282196	0.0012563772055825203	0.003492045405244468	0.003913368274790267	0.004774992521519065	0.0055834769468637085	0.007409209381562175	0.011402287388428675	0.018982303338725633	0.032639237434453454	0.043931449478586376	0.06256075257526013	0.07844196776606757	0.08730113513111169	0.09485458117071657	0.09904503565700994	0.10234729598588242	0.10398703904573635	0.1054673626414378	0.10648081494926419	0.1072779122700265	0.10762332110902352	0.1079763213510754	0.1080901923968986	0.10823063335341386	0.10829136457785289	0.10831034308549009	0.10831793448854497	0.10834450439923705	0.10837107430992912	0.108378665712984	0.10838246141451144	0.10838246141451144	0.10839005281756632	0.10839384851909377	0.10841282702673097	0.10842421413131328	0.10850012816186208
SC_372.raw - illumina_universal_adapter	0.10528241009960794	0.10638782515951474	0.10662230714191921	0.10662230714191921	0.10665580456797699	0.10692378397643926	0.10692378397643926	0.10779471705394157	0.1081296913145194	0.11154642877241312	0.11425972028309345	0.12296905105811669	0.13931579497431418	0.1717413033982469	0.24891937303537595	0.3628441190578916	0.7024410244316827	1.1199864402419317	1.7548966537411266	2.779180947735976	7.413181371143441	19.19834629907038	40.32189016595965	48.423108668329924	51.43117752831873	52.596151011756255	53.78678352355405	55.37975361973186	59.483925255183394	61.81276680699855	65.649059526266	80.45411790558013	87.9681265291575	95.73591165254862	96.79315741378433	98.00857802086487	98.35299855559099	98.49583158030137	98.5316738261832
