SC_457	58228	301757	185285	811853	2952512	9349141	2002160	547402	92911	65314	111240	239200	218687	1378657	8405670	890863	522893	77354	57251	31268	9557	2281	2927	1037	548	362	291	221	562	0	0	0	0	144701
SC_458	177448	261994	363062	1262924	6191657	10461383	2717226	753807	136054	107470	173087	440415	159456	350538	805817	224198	111829	28598	28573	6760	3949	1758	2677	1389	975	997	1298	1268	1818	0	0	0	0	139143
SC_459	57496	188548	193290	885133	3518071	9757183	2228608	560747	95613	67791	114502	229024	139439	450990	2026043	684308	382182	44500	37515	18582	6912	1932	2328	996	529	362	357	271	944	0	0	0	0	118414
SC_460	25406	226803	101350	708208	2742839	9997551	2868192	725227	94140	64349	118671	251507	158229	730788	4193177	751844	486139	48384	58681	29210	11072	2774	2832	992	512	444	380	403	1051	0	0	0	0	109862
SC_461	68154	532786	198743	1112283	3258124	9021579	2585398	630731	114128	78971	124565	236930	176634	1012102	5919842	842492	446493	55159	51074	25364	7445	2348	2465	1014	455	322	322	345	536	0	0	0	0	110753
SC_471	48090	161140	168240	1190794	4142505	10738788	4014259	1110409	137838	101402	144023	253008	241265	628341	2486404	1002274	417918	75732	55732	16328	6853	2785	1724	1113	731	521	590	691	2115	0	0	0	0	123196
SC_472	97225	247016	263288	1402870	3908632	10119399	2907060	710389	101969	80538	124537	232802	231221	761199	2360693	737075	265102	44020	20200	6571	3050	1276	892	510	294	272	282	236	473	0	0	0	0	133192
SC_473	154991	281965	339366	1318963	5466237	15296121	2845945	791971	122709	88658	127256	236041	121019	504636	1746148	217728	110695	24936	24030	8155	3223	1350	1547	665	365	255	214	154	851	0	0	0	0	127333
SC_479	47171	173015	191767	741620	3427764	10722804	1828815	596413	109876	85629	141072	317380	240314	1288793	7191001	864470	529479	105431	94844	55373	8983	2581	2663	1003	719	556	530	1090	4443	0	0	0	0	209841
SC_484	57243	150633	214001	812759	3426991	12278430	1785371	559313	101735	79131	118267	193331	162334	450280	1153179	287536	397340	38022	22238	6740	2304	911	1456	469	269	212	150	265	1004	0	0	0	0	88484
SC_485	30806	93682	142440	789719	3466476	13917690	2600032	736324	94348	69096	144475	326281	147746	275837	755251	196465	98085	16129	26961	4200	1769	758	1350	513	325	164	120	120	493	0	0	0	0	102624
SC_486	67799	510824	138253	720318	3868856	8655284	1574835	494722	73425	60407	131461	312902	291949	1319467	3599787	1156627	640596	82099	39118	9474	3457	1160	906	536	386	201	159	132	347	0	0	0	0	85808
SC_487	64385	211740	272134	1224088	5000542	14851188	3362724	903807	142152	111508	189808	397125	224140	633558	3835928	574980	422793	91757	101186	25673	9780	2689	4279	1630	767	457	364	311	936	0	0	0	0	130420
SC_488	96369	1092111	43631	155625	1014976	4137475	803687	317398	71235	70876	181010	537586	1317139	4751536	10670584	1145766	656166	134136	98014	32865	10611	2679	1958	751	487	257	240	164	471	0	0	0	0	105240
SC_491	29565	358942	90673	494303	2568603	11188544	1800134	601496	96150	77985	135332	348284	356227	2016931	8011859	959950	539085	122422	58477	17810	4465	1375	1854	738	621	298	207	164	379	0	0	0	0	123073
SC_492	68458	249923	200219	765884	5374099	10060075	2289546	852040	157915	128594	236942	581994	375092	831854	2421859	610028	393676	87134	77070	20073	7957	2755	2200	1165	627	360	250	213	336	0	0	0	0	103837
SC_496	44588	330247	137970	793810	3536653	11523490	1923408	573892	81995	66900	152893	404581	316383	1813262	5517854	1123649	821428	156257	245299	98917	46324	19649	20839	6677	3050	1280	797	513	919	0	0	0	0	101208
SC_497	80623	200455	284475	1020378	4371142	13890044	2219203	654840	98307	72389	135247	314256	157504	571975	2042734	412335	272432	36044	61000	23582	7874	2772	3460	1056	509	302	252	207	521	0	0	0	0	172834
SC_498	61121	174669	205601	814004	4720480	12324666	2063996	682312	104378	76153	155317	427768	222771	822098	2313399	422306	217671	41276	45932	10363	3916	1500	2320	960	501	367	253	170	557	0	0	0	0	160106
