Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
SC_284.raw	0	0.04369110175391879	0.006331689888152896	0	0	0	0	0.0018474210856178756	0	0.026604491316673282	0	0.000032553675517495604	0	0	0	0	0	0	0	0.002677539811314014	0	0.002897277121057109	0.000008138418879373901	0	0.008321533304159814	0	0.028903594650096412	0.0034303435576561	0.024708239717779166	0.00012614549263029548	0.025212821688300347	0.0012533165074235808	0.011694907929660298	0.0003743672684511995	0.015275812236584812	0	0.012289012507854592	0.00014649153982873022	0.031398020036624515	0	0.03421391296888788	0.0002563601947002779	0.0218597931099983	0.001155655480871094	0.004195354932317246	0	0.006819995020915329	0	0.021021535965422788	0.00012614549263029548
SC_286.raw	0	0.029656776736557828	0.00527324873810964	0	0	0	0	0.0038976186325158204	0	0.0086800322155779	0.000025833429213029466	0	0	0	0	0	0	0	0	0.0030935531482602784	0	0.0018406318314283495	0	0	0.0018793819752478936	0.0004359391179698722	0.014327865677276466	0.015881100608709862	0.012932860499772877	0.004963247587553286	0.01577130853455449	0.010191287824540124	0.005715646213382769	0.008444302174009006	0.00853148999760298	0.0027318851392778656	0.00676835845381372	0.007301172931332452	0.016026413648033155	0.003610221732520868	0.017085584245767362	0.008576698498725782	0.01029785072004387	0.009332326303206894	0.000723336017964825	0.0023346961651275378	0.0013724009269421903	0.002925635858375587	0.0077015910841344085	0.008169821988620568
SC_287.raw	0	0.030198267465049885	0.0054493433074833736	0	0	0	0	0.004261937761883884	0	0.008082839178259386	0.000029685138639987245	0	0	0	0	0	0	0	0	0.003375624336775693	0	0.0019040896070506106	0	0	0.001747182445667821	0.00041135120686839466	0.014456662517673791	0.016119030281513076	0.013078423937960097	0.004817473927860787	0.01580097522465607	0.010419483662635525	0.005665620746146138	0.00840089423511639	0.008642616078327716	0.0025995699980445974	0.0065646563735286085	0.007205007221334048	0.016174159824701623	0.0033925872731413995	0.017408213445306808	0.00868926415333341	0.010406761460361243	0.009376263076144543	0.0008099802114625091	0.002353607420741846	0.001255257291062318	0.0029939582685472852	0.007620599162293869	0.0082439870737336
SC_288.raw	0	0.03022589065110781	0.005863191704354245	0	0	0	0	0.00430750128968203	0	0.008255432625029445	0.000047698055166836787	0	0	0	0	0	0	0	0	0.003261813157178301	0	0.001944613018340269	0	0	0.0019519511806736286	0.00045863514583496914	0.014360783686384552	0.01604856102305724	0.012750057054212142	0.004912899682184189	0.015633954851222428	0.010354147052370264	0.005599017860353303	0.008288454355529563	0.008383850465863235	0.0027554799561764947	0.006442906528689647	0.007198737249025675	0.01618064794505771	0.0036067067868461975	0.01723000515872812	0.008618671660530739	0.010273427266703309	0.009341480650366652	0.0008622340741697419	0.002388571839508519	0.0013538909505048289	0.0030416682871775153	0.007646365151360605	0.00815636743352909
SC_290.raw	0.0003986365767159393	0.07780236754931628	0.0015299025376665776	0.00193931307591538	0	0.001982408922046833	0	0	0	0	0	0	0	0	0	0.011140276224980572	0	0	0.0030095265881797933	0.00016160942299294834	0	0	0.00002873056408763526	0	0	0.00001436528204381763	0.00045968902540216415	0.000010773961532863222	0.00003232188459858967	0.00015801810248199392	0.0004884195894897994	0.00033040148700780547	0.0000035913205109544074	0	0.00006823508970813374	0	0.00011492225635054104	0	0	0.000581793922774614	0.00003950452562049848	0.0010235263456220061	0.001587363665841848	0.00014724414094913072	0.004564568369423052	0	0	0	0.003903765395407441	0.0006464376919717934
SC_292.raw	0	0.029585977040459385	0.0054937140981004195	0	0	0	0	0.004577493887386363	0	0.008372232712863475	0.00003607166183913604	0	0	0	0	0	0	0	0	0.003325807221568343	0	0.0019803342349685687	0	0	0.0017927615934050613	0.00036071661839136044	0.013930875802274341	0.015745280392782883	0.012502437993444554	0.004649637211064636	0.01510320481204626	0.00980788485406109	0.005389106278766925	0.007968230100265152	0.008321732386288685	0.0025250163287395227	0.006117753847917473	0.006976259399688911	0.015662315570552872	0.0034195935423500965	0.017144860872141364	0.008213517400771277	0.009948564335233721	0.009050379955439234	0.0008007908928288201	0.002341050853359929	0.0014248306426458738	0.002965090603176983	0.007492084163988556	0.007953801435529498
SC_293.raw	0	0.030472976580305455	0.005326270335396082	0	0	0	0	0.0039003396944239026	0	0.008668819514380867	0.0000503269637990181	0	0	0	0	0	0	0	0	0.00335513091993454	0	0.0020843750840093328	0	0	0.0018075767831147332	0.0004529426741911628	0.013894435922178911	0.015475541368198065	0.012539801813255341	0.004558784137461055	0.015551031813896592	0.009725685754160248	0.005452087744893627	0.008027150725943386	0.008563971673132912	0.002520542103600823	0.006311840043126854	0.006953508831564334	0.015681043137044055	0.003359324833584458	0.0168679206999709	0.008144580308141094	0.009989902314105093	0.008903678678776285	0.0007884557661846168	0.002285682939205405	0.001367215849873325	0.0027973404044954226	0.007414839333055333	0.007897139402795923
SC_294.raw	0	0.0295289066084392	0.0056763973515121385	0	0	0	0	0.004217926138156186	0	0.008401615862853309	0.000027389130767247953	0	0	0	0	0	0	0	0	0.003201104658422105	0	0.0020233720354304427	0	0	0.001841919044097425	0.00045192065765959125	0.014170451530704911	0.01571109013636261	0.012602423794279966	0.004615068534281281	0.01552963714502959	0.009849816152171545	0.005344304140959257	0.007997626184036403	0.008476935972463242	0.002396548942134196	0.00629950007646703	0.006946568290843263	0.015789833887318448	0.0033312030295665324	0.01702576841319051	0.008339990318627002	0.009973067240624162	0.009096615056072227	0.0008696049018601224	0.0023623125286751363	0.0013112546354819958	0.002817656827680633	0.007377947100427417	0.00797366069461506
SC_296.raw	0	0.029746759355021343	0.0052216848244941196	0	0	0	0	0.004331351467322311	0	0.008648265096420216	0.00004331351467322311	0	0	0	0	0	0	0	0	0.0032340757622673255	0	0.0019539207730365094	0	0	0.0021368000572123402	0.00044757298495663885	0.014375274258768604	0.0158623715958826	0.012811175117791103	0.00503399292757682	0.015448486900116243	0.010149800271758616	0.005683695647675167	0.008316194817258838	0.008629014645454338	0.0027576271008618717	0.006578841617588444	0.007276670465101482	0.01618000403681957	0.0037490253256045342	0.017272467129133082	0.00873970473850813	0.010250865139329471	0.009427908360538232	0.0008277693915327084	0.0025314343020128175	0.0014437838224407706	0.0030223208016426795	0.007695367773609307	0.008325820042741777
SC_298.raw	0	0.029344557260389672	0.005520817342876783	0	0	0	0	0.004339983628384132	0	0.008302212395496915	0.00004477094652104842	0	0	0	0	0	0	0	0	0.0033466282524483694	0	0.0019615270944534336	0	0	0.0019139579637748197	0.00047569130678613944	0.014088857233342423	0.015882493278341927	0.012591828709044867	0.004810078566855139	0.015683822203154774	0.010163004860277991	0.005722286602221501	0.008229459607400211	0.008682765440925827	0.0027534132110444776	0.00654775092870333	0.007171745995840443	0.01568102401899721	0.0036292448523624877	0.016889839575065516	0.008425332498429798	0.010171399412750687	0.009155658563554402	0.0008758316413180096	0.002378456533930697	0.0014438630253038114	0.0030248370743283337	0.007689410064990066	0.00808115584704924
